"","location_id","work_type","high_inter","hrs_inter"
"2034",732,"finance",1,2
"2035",848,"finance",1,2
"2036",541,"finance",1,2
"2037",239,"finance",1,2
"2038",51,"finance",1,2
"2039",216,"finance",1,2
"2040",109,"hospital",0,4
"2041",448,"hospital",0,4
"2042",309,"hospital",0,3
"2043",407,"hospital",0,3
"2044",662,"hospital",0,3
"2045",610,"hospital",0,3
"2046",843,"hospital",0,3
"2047",475,"hospital",0,3
"2048",15,"hospital",0,3
"2049",759,"hospital",1,2
"2050",301,"hospital",1,2
"2051",559,"hospital",1,2
"2052",154,"hospital",1,2
"2053",58,"hospital",1,2
"2054",87,"hospital",1,2
"2055",680,"hospital",1,2
"2056",637,"service",1,24
"2057",494,"service",1,24
"2058",563,"service",1,24
"2059",703,"university",0,23
"2060",943,"university",0,23
"2061",146,"university",0,23
"2062",395,"university",0,23
"2063",460,"university",0,23
"2064",961,"hospital",1,10
"2065",384,"hospital",1,10
"2066",695,"hospital",1,10
"2067",555,"hospital",1,10
"2068",762,"hospital",1,10
"2069",579,"hospital",1,10
"2070",653,"hospital",1,10
"2071",822,"hospital",1,10
"2072",258,"hospital",1,10
"2073",915,"construction",0,21
"2074",739,"hospital",1,8
"2075",581,"hospital",1,8
"2076",432,"hospital",1,8
"2077",477,"hospital",1,8
"2078",389,"hospital",1,8
"2079",888,"hospital",1,8
"2080",210,"service",0,1
"2081",475,"hospital",0,17
"2082",791,"hospital",0,17
"2083",692,"hospital",0,17
"2084",106,"construction",0,8
"2085",257,"construction",0,8
"2086",456,"construction",0,8
"2087",717,"construction",0,8
"2088",267,"construction",0,8
"2089",967,"construction",0,8
"2090",61,"construction",0,8
"2091",512,"construction",0,8
"2092",367,"consultency",0,24
"2093",901,"consultency",0,24
"2094",838,"consultency",0,24
"2095",263,"law",0,11
"2096",606,"law",0,11
"2097",279,"law",0,11
"2098",546,"law",0,11
"2099",979,"law",0,11
"2100",482,"law",0,11
"2101",750,"law",0,11
"2102",559,"law",0,11
"2103",178,"law",0,11
"2104",119,"law",0,11
"2105",447,"consultency",1,11
"2106",601,"consultency",1,11
"2107",470,"consultency",1,11
"2108",476,"consultency",1,11
"2109",41,"construction",0,10
"2110",549,"construction",0,10
"2111",314,"construction",0,10
"2112",748,"construction",0,10
"2113",748,"construction",0,10
"2114",217,"construction",0,10
"2115",350,"construction",0,10
"2116",42,"law",0,7
"2117",689,"law",0,7
"2118",613,"law",0,7
"2119",547,"law",0,7
"2120",143,"law",0,7
"2121",904,"law",0,7
"2122",98,"law",0,7
"2123",985,"law",0,7
"2124",461,"law",0,7
"2125",114,"law",0,7
"2126",54,"technology",1,23
"2127",870,"technology",1,23
"2128",696,"technology",1,23
"2129",349,"technology",1,23
"2130",288,"technology",1,23
"2131",487,"technology",1,23
"2132",92,"technology",1,23
"2133",873,"technology",1,23
"2134",360,"labor",1,20
"2135",510,"labor",1,20
"2136",609,"labor",1,20
"2137",964,"university",1,23
"2138",441,"university",1,23
"2139",395,"university",1,23
"2140",542,"university",1,23
"2141",704,"university",1,23
"2142",208,"university",1,23
"2143",409,"university",1,23
"2144",956,"law",1,21
"2145",815,"law",1,21
"2146",52,"law",1,21
"2147",144,"law",1,21
"2148",837,"law",1,21
"2149",978,"law",1,21
"2150",588,"law",1,21
"2151",278,"service",1,18
"2152",949,"service",1,18
"2153",51,"service",1,18
"2154",948,"service",1,18
"2155",308,"service",1,18
"2156",190,"service",1,18
"2157",183,"service",1,18
"2158",748,"service",1,18
"2159",173,"service",1,18
"2160",94,"university",0,15
"2161",733,"university",0,15
"2162",854,"construction",0,6
"2163",98,"construction",0,6
"2164",645,"construction",0,6
"2165",864,"construction",0,6
"2166",138,"construction",0,6
"2167",777,"construction",0,6
"2168",279,"construction",0,6
"2169",274,"construction",0,6
"2170",643,"construction",0,6
"2171",324,"construction",0,6
"2172",475,"consultency",0,23
"2173",921,"consultency",0,23
"2174",751,"consultency",0,23
"2175",882,"consultency",0,23
"2176",562,"consultency",0,23
"2177",424,"consultency",0,23
"2178",638,"law",0,11
"2179",769,"law",0,11
"2180",674,"law",0,11
"2181",977,"law",0,11
"2182",904,"law",0,11
"2183",230,"law",0,11
"2184",565,"law",0,11
"2185",590,"law",0,11
"2186",466,"law",0,11
"2187",777,"law",0,11
"2188",865,"labor",0,23
"2189",944,"labor",0,23
"2190",347,"labor",0,23
"2191",865,"labor",0,23
"2192",467,"labor",0,23
"2193",211,"labor",0,23
"2194",643,"labor",0,23
"2195",400,"labor",0,23
"2196",443,"construction",1,19
"2197",314,"construction",1,19
"2198",986,"construction",1,19
"2199",21,"construction",1,19
"2200",865,"construction",1,19
"2201",155,"construction",1,19
"2202",16,"construction",1,19
"2203",951,"construction",1,19
"2204",876,"homemaker",1,21
"2205",936,"homemaker",1,21
"2206",421,"homemaker",1,21
"2207",714,"homemaker",1,21
"2208",628,"homemaker",1,21
"2209",711,"homemaker",1,21
"2210",544,"homemaker",1,21
"2211",917,"homemaker",1,21
"2212",665,"homemaker",1,21
"2213",922,"technology",1,4
"2214",73,"technology",1,4
"2215",273,"technology",1,4
"2216",327,"law",1,15
"2217",246,"law",1,15
"2218",545,"service",0,10
"2219",58,"service",0,10
"2220",601,"service",0,10
"2221",118,"service",0,10
"2222",397,"service",0,10
"2223",253,"service",0,10
"2224",835,"service",0,10
"2225",355,"homemaker",1,24
"2226",979,"homemaker",1,24
"2227",488,"homemaker",1,24
"2228",790,"homemaker",1,24
"2229",340,"labor",0,7
"2230",414,"labor",0,7
"2231",721,"labor",0,7
"2232",205,"labor",0,7
"2233",298,"labor",0,7
"2234",14,"labor",0,7
"2235",82,"labor",0,7
"2236",808,"labor",0,7
"2237",564,"labor",0,7
"2238",30,"law",1,3
"2239",334,"law",1,3
"2240",320,"law",1,3
"2241",745,"law",1,3
"2242",968,"law",0,18
"2243",845,"law",0,18
"2244",96,"law",0,18
"2245",619,"law",0,18
"2246",796,"law",0,18
"2247",283,"law",0,18
"2248",625,"law",1,6
"2249",711,"law",1,6
"2250",959,"law",1,6
"2251",885,"law",1,6
"2252",436,"law",1,6
"2253",116,"law",1,6
"2254",320,"law",1,6
"2255",17,"law",1,6
"2256",811,"law",1,6
"2257",921,"law",1,6
"2258",327,"construction",0,3
"2259",517,"construction",0,3
"2260",71,"construction",0,3
"2261",209,"construction",0,3
"2262",933,"construction",0,3
"2263",653,"consultency",1,4
"2264",925,"consultency",1,4
"2265",15,"consultency",1,4
"2266",431,"consultency",1,4
"2267",770,"consultency",1,4
"2268",193,"consultency",1,4
"2269",655,"consultency",1,4
"2270",651,"consultency",1,4
"2271",478,"consultency",1,4
"2272",197,"consultency",1,4
"2273",566,"service",0,6
"2274",625,"service",0,6
"2275",571,"service",0,6
"2276",379,"service",0,6
"2277",669,"service",0,6
"2278",360,"service",0,6
"2279",467,"service",0,6
"2280",917,"construction",0,7
"2281",137,"construction",0,7
"2282",579,"construction",0,7
"2283",349,"construction",0,7
"2284",925,"technology",1,18
"2285",304,"technology",1,18
"2286",724,"technology",1,18
"2287",363,"technology",1,18
"2288",254,"technology",1,18
"2289",276,"technology",1,18
"2290",554,"technology",1,18
"2291",763,"technology",1,18
"2292",975,"technology",1,18
"2293",159,"finance",0,14
"2294",465,"finance",0,14
"2295",218,"finance",0,14
"2296",701,"finance",0,14
"2297",724,"hospital",1,8
"2298",36,"hospital",1,8
"2299",370,"hospital",1,8
"2300",924,"hospital",1,8
"2301",270,"hospital",1,8
"2302",633,"hospital",1,8
"2303",616,"labor",0,13
"2304",448,"labor",0,13
"2305",905,"consultency",1,6
"2306",450,"consultency",1,6
"2307",752,"consultency",1,6
"2308",942,"finance",0,11
"2309",458,"finance",0,11
"2310",165,"finance",0,11
"2311",811,"finance",0,11
"2312",707,"finance",0,11
"2313",881,"finance",0,11
"2314",161,"finance",0,11
"2315",221,"finance",0,11
"2316",753,"finance",0,11
"2317",687,"hospital",1,9
"2318",533,"hospital",1,9
"2319",898,"hospital",1,9
"2320",461,"hospital",1,9
"2321",580,"hospital",1,9
"2322",328,"hospital",1,9
"2323",689,"hospital",1,9
"2324",221,"hospital",1,9
"2325",917,"hospital",1,9
"2326",867,"hospital",1,9
"2327",187,"homemaker",0,8
"2328",540,"homemaker",0,8
"2329",504,"homemaker",0,8
"2330",303,"homemaker",0,8
"2331",841,"labor",1,9
"2332",638,"labor",1,9
"2333",331,"labor",1,9
"2334",608,"labor",1,9
"2335",891,"labor",1,9
"2336",774,"labor",1,9
"2337",594,"labor",1,9
"2338",493,"labor",1,9
"2339",786,"labor",1,9
"2340",989,"service",0,5
"2341",994,"homemaker",1,13
"2342",759,"university",1,23
"2343",357,"university",1,23
"2344",816,"university",1,23
"2345",240,"university",1,23
"2346",1000,"university",1,23
"2347",813,"university",1,23
"2348",787,"university",1,23
"2349",694,"university",1,23
"2350",970,"service",1,15
"2351",337,"university",0,2
"2352",204,"university",0,2
"2353",920,"university",0,2
"2354",694,"university",0,2
"2355",773,"technology",0,7
"2356",5,"technology",0,7
"2357",676,"technology",0,7
"2358",581,"technology",0,7
"2359",792,"technology",0,7
"2360",806,"technology",0,7
"2361",502,"technology",0,7
"2362",679,"technology",0,7
"2363",184,"technology",0,7
"2364",253,"homemaker",1,3
"2365",171,"homemaker",1,3
"2366",621,"homemaker",1,3
"2367",553,"homemaker",1,3
"2368",803,"homemaker",1,3
"2369",528,"homemaker",1,3
"2370",182,"homemaker",1,3
"2371",883,"homemaker",1,3
"2372",842,"homemaker",1,3
"2373",937,"homemaker",1,3
"2374",850,"technology",1,19
"2375",189,"technology",1,19
"2376",815,"technology",1,19
"2377",535,"technology",1,19
"2378",803,"technology",1,19
"2379",623,"technology",1,19
"2380",195,"consultency",0,16
"2381",589,"consultency",0,16
"2382",771,"consultency",0,16
"2383",764,"consultency",0,16
"2384",528,"consultency",0,16
"2385",226,"consultency",0,16
"2386",811,"consultency",0,16
"2387",474,"university",1,8
"2388",807,"university",1,8
"2389",478,"university",1,8
"2390",994,"hospital",0,6
"2391",655,"hospital",0,6
"2392",860,"hospital",0,6
"2393",477,"hospital",0,6
"2394",915,"hospital",0,6
"2395",103,"hospital",0,6
"2396",505,"hospital",0,6
"2397",638,"hospital",0,6
"2398",494,"construction",0,3
"2399",592,"construction",0,3
"2400",801,"construction",0,3
"2401",853,"law",0,13
"2402",406,"law",0,13
"2403",984,"law",0,13
"2404",81,"law",0,13
"2405",431,"law",0,13
"2406",85,"law",0,13
"2407",770,"labor",1,24
"2408",941,"labor",1,24
"2409",529,"labor",1,24
"2410",316,"labor",1,24
"2411",232,"labor",1,24
"2412",462,"labor",1,24
"2413",136,"labor",1,24
"2414",485,"labor",1,24
"2415",943,"labor",1,24
"2416",856,"law",1,9
"2417",813,"law",1,9
"2418",219,"law",1,9
"2419",441,"law",1,9
"2420",602,"law",1,9
"2421",840,"law",1,9
"2422",642,"law",1,9
"2423",94,"law",1,9
"2424",312,"law",1,9
"2425",121,"law",1,9
"2426",374,"university",1,10
"2427",15,"university",1,10
"2428",564,"university",1,10
"2429",494,"university",1,10
"2430",663,"university",1,10
"2431",513,"university",1,10
"2432",262,"university",1,10
"2433",442,"university",1,10
"2434",472,"university",1,10
"2435",454,"finance",0,3
"2436",632,"labor",1,24
"2437",535,"labor",1,24
"2438",866,"labor",1,24
"2439",72,"labor",1,24
"2440",355,"labor",0,16
"2441",926,"labor",0,16
"2442",943,"labor",0,16
"2443",774,"labor",0,16
"2444",48,"labor",0,16
"2445",419,"labor",0,16
"2446",771,"labor",0,16
"2447",303,"technology",1,12
"2448",130,"technology",1,12
"2449",804,"technology",1,12
"2450",240,"technology",1,12
"2451",848,"technology",1,12
"2452",922,"finance",0,24
"2453",234,"finance",0,24
"2454",633,"finance",0,24
"2455",95,"finance",0,24
"2456",405,"finance",0,24
"2457",144,"finance",0,24
"2458",185,"technology",1,24
"2459",551,"technology",1,24
"2460",429,"technology",1,24
"2461",337,"technology",1,24
"2462",771,"technology",1,24
"2463",490,"consultency",1,23
"2464",870,"consultency",1,23
"2465",180,"consultency",1,23
"2466",158,"consultency",1,23
"2467",705,"service",1,9
"2468",974,"service",1,9
"2469",793,"service",1,9
"2470",620,"construction",1,10
"2471",827,"construction",1,10
"2472",300,"construction",1,10
"2473",215,"construction",1,10
"2474",63,"law",1,14
"2475",778,"law",1,14
"2476",251,"law",1,14
"2477",251,"law",1,14
"2478",125,"law",1,14
"2479",3,"law",1,14
"2480",886,"law",1,14
"2481",473,"law",1,14
"2482",48,"finance",1,4
"2483",966,"finance",1,4
"2484",428,"consultency",1,22
"2485",547,"consultency",1,22
"2486",86,"consultency",1,22
"2487",684,"consultency",1,22
"2488",554,"consultency",1,22
"2489",944,"consultency",1,22
"2490",403,"hospital",0,13
"2491",387,"hospital",0,13
"2492",649,"hospital",0,13
"2493",792,"hospital",0,13
"2494",194,"hospital",0,13
"2495",786,"consultency",1,6
"2496",995,"consultency",1,6
"2497",465,"consultency",1,6
"2498",922,"consultency",1,6
"2499",353,"consultency",1,6
"2500",957,"consultency",1,6
"2501",188,"consultency",1,6
"2502",136,"consultency",1,6
"2503",20,"labor",1,17
"2504",354,"labor",1,17
"2505",690,"labor",1,17
"2506",302,"labor",1,17
"2507",225,"labor",1,17
"2508",248,"labor",1,17
"2509",199,"hospital",0,8
"2510",516,"hospital",0,8
"2511",343,"hospital",0,8
"2512",440,"hospital",0,8
"2513",524,"service",0,17
"2514",915,"service",0,17
"2515",884,"service",0,17
"2516",25,"service",0,17
"2517",701,"service",0,17
"2518",651,"law",1,24
"2519",490,"law",1,24
"2520",768,"law",1,24
"2521",412,"law",1,24
"2522",743,"law",1,24
"2523",494,"law",1,24
"2524",839,"law",1,18
"2525",373,"law",1,18
"2526",542,"law",1,18
"2527",485,"law",1,18
"2528",145,"law",1,18
"2529",219,"law",1,18
"2530",333,"law",1,18
"2531",949,"law",1,18
"2532",107,"service",0,16
"2533",318,"service",0,16
"2534",247,"service",0,16
"2535",200,"service",0,16
"2536",353,"service",0,16
"2537",901,"service",0,16
"2538",956,"service",0,16
"2539",745,"service",0,16
"2540",963,"service",0,16
"2541",260,"service",0,16
"2542",117,"hospital",0,8
"2543",434,"hospital",0,8
"2544",189,"hospital",0,8
"2545",112,"hospital",0,8
"2546",914,"hospital",0,8
"2547",883,"homemaker",1,2
"2548",108,"homemaker",1,2
"2549",961,"homemaker",1,2
"2550",10,"homemaker",1,2
"2551",979,"homemaker",1,2
"2552",520,"homemaker",1,2
"2553",29,"homemaker",1,2
"2554",244,"homemaker",1,2
"2555",478,"homemaker",1,2
"2556",674,"homemaker",1,4
"2557",905,"homemaker",1,4
"2558",822,"homemaker",1,17
"2559",375,"homemaker",1,17
"2560",197,"homemaker",1,17
"2561",673,"homemaker",1,17
"2562",165,"homemaker",1,17
"2563",338,"homemaker",1,17
"2564",500,"university",1,12
"2565",669,"university",1,12
"2566",975,"university",1,12
"2567",721,"university",1,12
"2568",506,"construction",1,2
"2569",32,"finance",0,2
"2570",10,"finance",0,2
"2571",251,"finance",0,2
"2572",222,"finance",0,2
"2573",547,"finance",0,2
"2574",526,"finance",0,2
"2575",377,"finance",0,2
"2576",917,"finance",0,2
"2577",81,"finance",0,2
"2578",562,"finance",0,2
"2579",349,"finance",1,1
"2580",587,"finance",1,1
"2581",301,"finance",1,1
"2582",41,"finance",1,1
"2583",726,"finance",1,1
"2584",733,"finance",1,1
"2585",819,"finance",1,1
"2586",806,"finance",1,1
"2587",635,"technology",1,2
"2588",259,"technology",1,2
"2589",425,"technology",1,2
"2590",245,"technology",1,2
"2591",256,"technology",1,2
"2592",343,"technology",1,2
"2593",942,"technology",1,2
"2594",80,"technology",1,2
"2595",671,"technology",0,6
"2596",634,"technology",0,6
"2597",436,"technology",0,6
"2598",671,"technology",0,6
"2599",303,"technology",0,6
"2600",172,"technology",0,6
"2601",670,"technology",0,6
"2602",536,"technology",0,6
"2603",716,"service",1,13
"2604",705,"labor",0,8
"2605",368,"labor",0,8
"2606",238,"labor",0,8
"2607",573,"labor",0,8
"2608",456,"labor",0,8
"2609",83,"labor",0,8
"2610",763,"finance",1,8
"2611",278,"finance",1,8
"2612",579,"finance",1,8
"2613",920,"finance",1,8
"2614",922,"consultency",0,1
"2615",60,"consultency",0,1
"2616",163,"consultency",0,1
"2617",886,"construction",0,19
"2618",860,"construction",0,19
"2619",552,"construction",0,19
"2620",701,"construction",0,19
"2621",197,"construction",0,19
"2622",100,"construction",0,19
"2623",788,"hospital",1,24
"2624",436,"hospital",1,24
"2625",520,"hospital",1,24
"2626",483,"hospital",1,24
"2627",317,"hospital",1,24
"2628",449,"hospital",1,24
"2629",724,"hospital",1,24
"2630",750,"hospital",1,24
"2631",268,"hospital",1,24
"2632",308,"law",1,8
"2633",778,"law",1,8
"2634",554,"law",1,8
"2635",45,"hospital",1,8
"2636",137,"hospital",1,8
"2637",569,"hospital",1,8
"2638",776,"hospital",1,8
"2639",443,"hospital",1,8
"2640",643,"hospital",1,8
"2641",800,"hospital",1,8
"2642",722,"hospital",1,8
"2643",976,"construction",1,22
"2644",680,"construction",1,22
"2645",102,"homemaker",1,12
"2646",596,"homemaker",1,12
"2647",633,"homemaker",1,12
"2648",620,"homemaker",1,12
"2649",163,"homemaker",1,12
"2650",479,"homemaker",1,12
"2651",510,"homemaker",1,12
"2652",77,"homemaker",1,12
"2653",524,"homemaker",1,12
"2654",878,"finance",1,9
"2655",421,"finance",1,9
"2656",693,"finance",1,9
"2657",384,"finance",1,9
"2658",218,"finance",1,9
"2659",644,"finance",1,9
"2660",740,"finance",0,24
"2661",461,"finance",0,24
"2662",239,"finance",0,24
"2663",576,"finance",0,24
"2664",801,"finance",0,24
"2665",240,"finance",0,24
"2666",582,"finance",0,24
"2667",497,"finance",0,24
"2668",832,"finance",0,24
"2669",608,"construction",1,5
"2670",280,"labor",1,7
"2671",415,"labor",1,7
"2672",72,"labor",1,7
"2673",952,"labor",1,7
"2674",433,"labor",1,7
"2675",837,"labor",1,7
"2676",327,"labor",1,7
"2677",746,"labor",1,7
"2678",361,"labor",1,7
"2679",485,"labor",1,7
"2680",998,"technology",0,1
"2681",173,"technology",0,1
"2682",69,"technology",0,1
"2683",237,"technology",0,1
"2684",848,"technology",0,1
"2685",451,"university",1,11
"2686",617,"university",1,11
"2687",47,"university",1,11
"2688",939,"consultency",1,4
"2689",516,"consultency",1,4
"2690",518,"finance",0,16
"2691",276,"finance",0,16
"2692",621,"finance",0,16
"2693",958,"homemaker",1,14
"2694",976,"homemaker",1,14
"2695",382,"homemaker",1,14
"2696",837,"homemaker",1,14
"2697",81,"homemaker",1,14
"2698",795,"homemaker",1,14
"2699",573,"homemaker",1,14
"2700",249,"homemaker",1,14
"2701",678,"homemaker",1,14
"2702",156,"university",1,16
"2703",494,"university",1,16
"2704",775,"labor",0,16
"2705",65,"labor",0,16
"2706",124,"labor",0,16
"2707",731,"labor",0,16
"2708",886,"labor",0,16
"2709",39,"labor",0,16
"2710",227,"labor",1,16
"2711",176,"labor",1,16
"2712",929,"labor",1,16
"2713",68,"labor",1,16
"2714",899,"labor",1,22
"2715",898,"labor",1,22
"2716",977,"labor",1,22
"2717",621,"labor",1,22
"2718",921,"service",0,16
"2719",57,"service",0,16
"2720",897,"service",0,16
"2721",128,"service",0,16
"2722",787,"service",0,16
"2723",986,"service",0,16
"2724",242,"service",0,16
"2725",495,"service",0,16
"2726",900,"service",0,16
"2727",58,"service",0,16
"2728",740,"construction",0,7
"2729",691,"construction",0,7
"2730",535,"hospital",0,18
"2731",445,"hospital",0,18
"2732",582,"technology",0,23
"2733",406,"technology",0,23
"2734",798,"technology",0,23
"2735",855,"technology",0,12
"2736",314,"technology",0,12
"2737",557,"technology",0,12
"2738",21,"technology",0,12
"2739",34,"technology",0,12
"2740",322,"technology",1,12
"2741",55,"homemaker",1,7
"2742",544,"homemaker",1,7
"2743",533,"homemaker",1,7
"2744",822,"finance",0,15
"2745",393,"finance",0,15
"2746",980,"finance",0,15
"2747",260,"finance",0,15
"2748",536,"finance",0,15
"2749",755,"finance",0,15
"2750",14,"finance",0,15
"2751",479,"finance",0,15
"2752",692,"construction",0,10
"2753",189,"construction",0,10
"2754",189,"construction",0,10
"2755",59,"construction",0,10
"2756",543,"construction",0,10
"2757",903,"construction",0,10
"2758",122,"construction",0,10
"2759",288,"construction",0,10
"2760",275,"construction",0,10
"2761",627,"law",1,7
"2762",343,"law",1,7
"2763",49,"law",1,7
"2764",781,"law",1,7
"2765",604,"law",1,7
"2766",17,"law",1,7
"2767",734,"law",1,7
"2768",914,"law",1,7
"2769",353,"law",1,7
"2770",828,"law",1,7
"2771",238,"construction",1,21
"2772",265,"service",1,15
"2773",718,"service",1,15
"2774",1000,"service",1,15
"2775",965,"service",1,15
"2776",549,"service",1,15
"2777",728,"service",1,15
"2778",369,"service",1,15
"2779",925,"service",1,15
"2780",803,"service",1,15
"2781",143,"labor",0,8
"2782",527,"labor",0,8
"2783",457,"labor",0,8
"2784",911,"labor",0,8
"2785",654,"labor",0,8
"2786",756,"finance",1,2
"2787",345,"university",1,23
"2788",692,"university",1,23
"2789",567,"technology",0,5
"2790",847,"homemaker",1,16
"2791",890,"homemaker",1,16
"2792",123,"homemaker",1,16
"2793",732,"homemaker",1,16
"2794",391,"homemaker",1,16
"2795",145,"homemaker",1,16
"2796",621,"homemaker",1,16
"2797",234,"homemaker",1,16
"2798",442,"homemaker",1,16
"2799",48,"homemaker",1,16
"2800",953,"university",1,13
"2801",236,"university",1,13
"2802",924,"construction",1,18
"2803",947,"construction",1,18
"2804",431,"construction",1,18
"2805",918,"construction",1,18
"2806",902,"construction",1,18
"2807",96,"construction",1,18
"2808",418,"construction",1,18
"2809",740,"construction",1,18
"2810",406,"construction",1,18
"2811",856,"construction",1,18
"2812",839,"university",1,18
"2813",550,"university",1,18
"2814",233,"university",1,18
"2815",166,"university",1,18
"2816",102,"university",1,18
"2817",331,"university",1,18
"2818",982,"hospital",1,18
"2819",969,"hospital",1,18
"2820",365,"hospital",1,18
"2821",207,"hospital",1,18
"2822",674,"hospital",1,18
"2823",511,"hospital",1,18
"2824",485,"hospital",1,18
"2825",239,"hospital",1,18
"2826",195,"hospital",0,6
"2827",322,"hospital",0,6
"2828",43,"construction",1,16
"2829",418,"construction",1,16
"2830",903,"construction",1,16
"2831",655,"construction",1,16
"2832",37,"university",1,20
"2833",981,"university",1,20
"2834",433,"university",1,20
"2835",348,"homemaker",1,18
"2836",842,"homemaker",1,18
"2837",45,"homemaker",1,18
"2838",967,"homemaker",1,18
"2839",348,"homemaker",1,18
"2840",966,"homemaker",1,18
"2841",416,"homemaker",1,18
"2842",555,"homemaker",1,18
"2843",820,"homemaker",1,18
"2844",780,"consultency",0,16
"2845",493,"consultency",0,16
"2846",447,"law",1,2
"2847",779,"law",1,2
"2848",991,"law",1,2
"2849",284,"university",1,14
"2850",828,"university",1,14
"2851",269,"university",1,14
"2852",45,"university",1,14
"2853",925,"law",1,19
"2854",880,"construction",0,4
"2855",536,"construction",0,4
"2856",230,"construction",0,4
"2857",377,"construction",0,4
"2858",735,"construction",0,4
"2859",19,"construction",0,4
"2860",927,"labor",0,19
"2861",669,"labor",0,19
"2862",460,"labor",0,19
"2863",726,"labor",0,19
"2864",319,"labor",0,19
"2865",956,"labor",0,19
"2866",222,"labor",0,19
"2867",470,"construction",1,16
"2868",653,"construction",1,16
"2869",545,"construction",1,16
"2870",825,"construction",1,16
"2871",376,"construction",1,16
"2872",996,"construction",1,16
"2873",810,"labor",1,21
"2874",171,"labor",1,21
"2875",816,"labor",1,21
"2876",397,"labor",1,21
"2877",834,"labor",1,21
"2878",172,"labor",1,21
"2879",158,"labor",1,21
"2880",377,"construction",1,12
"2881",482,"finance",1,23
"2882",940,"finance",1,23
"2883",817,"finance",1,23
"2884",369,"consultency",1,4
"2885",411,"service",1,11
"2886",724,"technology",0,10
"2887",607,"technology",0,10
"2888",451,"technology",0,10
"2889",238,"technology",0,10
"2890",71,"technology",0,10
"2891",176,"technology",0,10
"2892",328,"technology",0,10
"2893",355,"technology",0,10
"2894",374,"technology",0,10
"2895",816,"technology",0,10
"2896",168,"finance",1,1
"2897",316,"finance",1,1
"2898",749,"construction",1,3
"2899",319,"construction",1,3
"2900",697,"homemaker",0,20
"2901",930,"homemaker",0,20
"2902",801,"homemaker",0,20
"2903",742,"homemaker",0,20
"2904",40,"homemaker",0,20
"2905",763,"technology",1,23
"2906",789,"technology",1,23
"2907",428,"technology",1,23
"2908",981,"technology",1,23
"2909",738,"technology",1,23
"2910",229,"technology",1,23
"2911",453,"technology",1,23
"2912",448,"technology",1,23
"2913",101,"technology",1,23
"2914",549,"technology",1,23
"2915",128,"consultency",0,12
"2916",778,"consultency",0,12
"2917",266,"consultency",0,12
"2918",703,"homemaker",0,6
"2919",504,"homemaker",0,6
"2920",924,"homemaker",0,6
"2921",586,"homemaker",0,6
"2922",485,"homemaker",0,6
"2923",432,"homemaker",0,6
"2924",972,"homemaker",0,6
"2925",855,"homemaker",0,6
"2926",70,"homemaker",0,6
"2927",437,"labor",0,14
"2928",976,"labor",0,14
"2929",435,"labor",0,14
"2930",278,"labor",0,14
"2931",513,"labor",0,14
"2932",935,"labor",0,14
"2933",181,"labor",0,14
"2934",849,"technology",0,20
"2935",414,"technology",0,20
"2936",71,"technology",0,20
"2937",507,"service",1,9
"2938",711,"service",1,9
"2939",39,"service",1,9
"2940",903,"service",1,9
"2941",931,"service",1,9
"2942",93,"service",1,9
"2943",850,"service",1,9
"2944",865,"service",1,9
"2945",531,"hospital",1,24
"2946",720,"hospital",1,24
"2947",463,"labor",1,6
"2948",874,"labor",1,6
"2949",100,"labor",1,6
"2950",406,"law",1,7
"2951",47,"law",1,7
"2952",195,"law",1,7
"2953",948,"law",1,7
"2954",416,"law",1,7
"2955",989,"technology",0,23
"2956",593,"technology",0,23
"2957",677,"technology",0,23
"2958",51,"technology",0,23
"2959",382,"law",0,14
"2960",371,"consultency",1,1
"2961",101,"consultency",1,1
"2962",141,"consultency",1,1
"2963",588,"consultency",1,1
"2964",89,"consultency",1,1
"2965",23,"consultency",1,1
"2966",866,"consultency",1,1
"2967",585,"consultency",1,1
"2968",471,"consultency",1,1
"2969",14,"labor",0,8
"2970",918,"hospital",1,19
"2971",625,"hospital",1,19
"2972",283,"hospital",1,19
"2973",312,"hospital",1,19
"2974",455,"hospital",1,19
"2975",227,"hospital",1,19
"2976",200,"hospital",1,19
"2977",299,"hospital",1,19
"2978",842,"hospital",1,19
"2979",601,"service",0,15
"2980",417,"service",0,15
"2981",579,"service",0,15
"2982",369,"service",0,15
"2983",585,"service",0,15
"2984",387,"service",1,6
"2985",546,"service",1,6
"2986",330,"service",1,6
"2987",840,"homemaker",1,22
"2988",905,"homemaker",1,22
"2989",73,"homemaker",1,22
"2990",447,"homemaker",1,22
"2991",827,"homemaker",1,22
"2992",495,"homemaker",1,22
"2993",880,"labor",0,18
"2994",878,"labor",0,18
"2995",885,"construction",1,11
"2996",319,"construction",1,11
"2997",823,"construction",1,11
"2998",580,"construction",1,11
"2999",939,"consultency",1,15
"3000",691,"consultency",1,15
"3001",725,"consultency",1,15
"3002",320,"consultency",1,15
"3003",421,"consultency",1,15
"3004",429,"consultency",1,15
"3005",914,"consultency",1,15
"3006",935,"consultency",1,19
"3007",495,"consultency",1,19
"3008",591,"consultency",1,19
"3009",659,"consultency",1,19
"3010",875,"consultency",1,19
"3011",137,"consultency",1,19
"3012",166,"consultency",1,19
"3013",114,"consultency",1,19
"3014",816,"consultency",1,19
"3015",837,"law",0,5
"3016",897,"law",0,5
"3017",118,"law",0,5
"3018",763,"consultency",1,7
"3019",812,"consultency",1,7
"3020",805,"consultency",1,7
"3021",792,"consultency",1,7
